Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
3948,NexGen Systems,Social Media,Women 25-34,30 days,Google Ads,2.404469685,8136,-25.82,"Washington, D.C.",German,1207,59178,5,Health & Wellness,10-03-2023
3949,Innovate Industries,Influencer,All Ages,45 days,Email,4.655495744,4561,-0.46,Dallas,English,908,20882,4,Foodies,10-03-2023
3950,Alpha Innovations,Display,Women 35-44,45 days,Facebook,5.304469685,8890,-63.44,Atlanta,French,650,13175,4,Tech Enthusiasts,10-03-2023
3951,NexGen Systems,Social Media,Women 25-34,45 days,Google Ads,5.154469685,1071,1962.56,San Francisco,German,4418,92241,8,Outdoor Adventurers,10-03-2023
3952,Data Tech Solutions,Email,Men 25-34,15 days,Google Ads,4.894469685,3728,157.91,"Washington, D.C.",French,1923,42452,4,Foodies,10-03-2023
3953,Innovate Industries,Display,Men 25-34,30 days,Email,3.214469685,6511,-77.65,Chicago,Mandarin,291,10236,5,Tech Enthusiasts,10-03-2023
3954,NexGen Systems,Search,Men 25-34,30 days,YouTube,3.424469685,8205,-32.54,San Francisco,German,1107,36179,4,Foodies,10-03-2023
3955,TechCorp,Social Media,Women 25-34,60 days,Google Ads,4.802127903,2901,289.18,New York,English,2258,71232,8,Tech Enthusiasts,10-03-2023
3956,TechCorp,Display,Men 18-24,30 days,Email,5.004469685,9128,-29.5,New York,French,1287,27740,5,Fashionistas,10-03-2023
3957,Innovate Industries,Search,Men 25-34,15 days,Email,4.437320637,4172,233.05,Miami,English,2779,87951,4,Health & Wellness,10-03-2023
3958,Alpha Innovations,Display,Women 25-34,30 days,Email,4.094469685,3357,20.35,Miami,French,808,21678,5,Fashionistas,10-03-2023
3959,Innovate Industries,Email,Women 25-34,30 days,Website,3.474469685,6564,50.75,New York,Spanish,1979,63651,5,Fashionistas,10-03-2023
3960,Data Tech Solutions,Social Media,Men 18-24,30 days,Facebook,5.134469685,7237,217.12,Los Angeles,Spanish,4590,96240,8,Tech Enthusiasts,10-03-2023
3961,TechCorp,Search,All Ages,30 days,YouTube,3.754469685,8588,8.41,Miami,Spanish,1862,54948,5,Outdoor Adventurers,10-03-2023
3962,Alpha Innovations,Display,Men 25-34,30 days,Website,3.664469685,4621,148.32,San Francisco,French,2295,69575,4,Foodies,10-03-2023
3963,NexGen Systems,Influencer,Women 25-34,30 days,Google Ads,4.574469685,5152,-66.91,San Francisco,German,341,8118,5,Tech Enthusiasts,10-03-2023
3964,Alpha Innovations,Search,Men 25-34,15 days,YouTube,5.474469685,5077,111.35,New York,Spanish,2146,41998,5,Health & Wellness,10-03-2023
3965,Alpha Innovations,Display,Women 25-34,15 days,Email,7.124469685,7456,13.4,Seattle,Spanish,1691,25019,5,Outdoor Adventurers,10-03-2023
3966,Data Tech Solutions,Display,Women 35-44,30 days,Instagram,7.124469685,4504,439.85,Miami,German,4863,71943,5,Fashionistas,10-03-2023
3967,Alpha Innovations,Display,Men 25-34,45 days,Instagram,5.424469685,9668,92.96,Chicago,Spanish,3731,73745,5,Tech Enthusiasts,10-03-2023
3968,NexGen Systems,Display,Women 25-34,15 days,Facebook,7.314469685,4386,63.82,Houston,French,1437,20680,5,Fashionistas,10-03-2023
3969,TechCorp,Influencer,Men 25-34,15 days,Facebook,5.543706414,8286,151.33,San Francisco,English,4165,59851,5,Outdoor Adventurers,10-03-2023
3970,Data Tech Solutions,Email,Women 35-44,30 days,Google Ads,4.834469685,1376,1305.89,"Washington, D.C.",German,3869,86559,4,Health & Wellness,10-03-2023
3971,Data Tech Solutions,Social Media,Women 35-44,30 days,Website,3.524469685,2300,113.7,Atlanta,Spanish,983,31131,8,Foodies,10-03-2023
3972,TechCorp,Display,Men 25-34,30 days,Instagram,4.977067966,1376,412.35,New York,English,1410,32965,5,Outdoor Adventurers,10-03-2023
3973,NexGen Systems,Search,Men 18-24,30 days,Email,5.014469685,6299,133.13,Chicago,Spanish,2937,63174,4,Health & Wellness,10-03-2023
3974,Innovate Industries,Search,Women 25-34,15 days,Instagram,4.757095117,7714,125.76,Chicago,English,3483,71677,5,Fashionistas,10-03-2023
3975,Alpha Innovations,Social Media,Women 35-44,15 days,Facebook,4.930984575,7460,-60.46,New York,English,590,12005,5,Tech Enthusiasts,10-03-2023
3976,Data Tech Solutions,Social Media,Women 25-34,30 days,Email,4.396055681,7882,-75.7,Miami,English,383,6741,5,Tech Enthusiasts,10-03-2023
3977,TechCorp,Influencer,Women 25-34,30 days,Facebook,5.874469685,3864,492.26,Chicago,Spanish,4577,83084,5,Outdoor Adventurers,10-03-2023
3978,Data Tech Solutions,Social Media,Women 25-34,15 days,Email,5.524469685,9033,179.31,Houston,Mandarin,5046,97801,5,Health & Wellness,10-03-2023
3979,Innovate Industries,Influencer,Women 35-44,45 days,Instagram,3.574469685,5026,201.93,"Washington, D.C.",Spanish,3035,94563,5,Health & Wellness,10-03-2023
3980,Alpha Innovations,Social Media,Men 25-34,15 days,Instagram,4.092879107,3935,-59.09,New York,English,322,6023,5,Tech Enthusiasts,10-03-2023
3981,Alpha Innovations,Display,All Ages,15 days,Website,6.234469685,7330,254.3,Miami,German,5194,88486,4,Foodies,10-03-2023
3982,TechCorp,Social Media,Men 25-34,45 days,Instagram,4.804469685,2873,344.48,Houston,French,2554,57539,5,Health & Wellness,10-03-2023
3983,Data Tech Solutions,Influencer,All Ages,15 days,Google Ads,3.220058008,2619,278.96,Los Angeles,Spanish,1985,65755,4,Tech Enthusiasts,11-03-2023
3984,Alpha Innovations,Email,Women 25-34,15 days,Facebook,3.940058008,5629,135.39,San Francisco,Spanish,2650,70868,5,Outdoor Adventurers,11-03-2023
3985,Data Tech Solutions,Influencer,Men 18-24,60 days,Google Ads,3.030058008,9918,-35.27,New York,French,1284,45372,4,Fashionistas,11-03-2023
3986,Innovate Industries,Social Media,All Ages,30 days,YouTube,4.926559731,1281,-32.86,Chicago,English,172,4577,8,Outdoor Adventurers,11-03-2023
3987,Alpha Innovations,Social Media,Women 25-34,30 days,Instagram,2.660058008,4529,99.38,Houston,Spanish,1806,73419,5,Tech Enthusiasts,11-03-2023
3988,Innovate Industries,Influencer,All Ages,45 days,Instagram,4.700058008,7786,31.58,San Francisco,German,2049,45543,4,Health & Wellness,11-03-2023
3989,NexGen Systems,Social Media,Women 25-34,30 days,Facebook,4.850058008,3261,460.26,Los Angeles,Mandarin,3654,78601,8,Tech Enthusiasts,11-03-2023
3990,TechCorp,Influencer,Women 35-44,45 days,Google Ads,5.080058008,9485,107.06,Dallas,German,3928,80509,4,Fashionistas,11-03-2023
3991,NexGen Systems,Influencer,Women 25-34,30 days,Instagram,4.475989092,1837,414.7,Miami,English,1891,56462,4,Fashionistas,11-03-2023
3992,Innovate Industries,Search,Men 25-34,30 days,Facebook,6.120058008,9027,198.49,Chicago,French,5389,91036,5,Fashionistas,11-03-2023
3993,Data Tech Solutions,Social Media,Women 25-34,30 days,Website,4.220058008,7722,34.1,"Washington, D.C.",Mandarin,2071,51518,8,Fashionistas,11-03-2023
3994,Data Tech Solutions,Influencer,All Ages,15 days,Google Ads,4.300419559,1118,1600.81,Chicago,English,3803,96781,5,Foodies,11-03-2023
3995,Data Tech Solutions,Email,All Ages,15 days,Email,3.860058008,5918,197.48,Chicago,Spanish,3521,96214,5,Foodies,11-03-2023
3996,TechCorp,Email,Men 25-34,30 days,Instagram,4.810058008,5260,76.9,San Francisco,Mandarin,1861,40373,4,Foodies,11-03-2023
3997,Data Tech Solutions,Influencer,Women 25-34,30 days,Facebook,4.44676048,5737,29.68,New York,English,1488,36299,5,Outdoor Adventurers,11-03-2023
3998,Alpha Innovations,Social Media,Women 25-34,30 days,Email,6.100058008,2819,661.26,Dallas,Spanish,4292,72751,8,Tech Enthusiasts,11-03-2023
3999,Innovate Industries,Social Media,Women 35-44,45 days,Google Ads,4.100058008,8507,-43.75,Atlanta,German,957,24562,5,Outdoor Adventurers,11-03-2023
4000,Alpha Innovations,Social Media,Men 25-34,15 days,Facebook,4.086423579,4375,366.86,New York,English,4085,71555,5,Health & Wellness,11-03-2023
4001,Innovate Industries,Search,All Ages,30 days,Facebook,4.850058008,9398,17.42,Dallas,German,2207,47473,5,Tech Enthusiasts,11-03-2023
4002,Alpha Innovations,Social Media,Women 35-44,30 days,Email,4.740058008,7336,46.33,"Washington, D.C.",French,2147,47304,5,Health & Wellness,11-03-2023
4003,Innovate Industries,Search,All Ages,15 days,Google Ads,5.936329643,8716,54.31,Dallas,English,2690,43188,5,Fashionistas,11-03-2023
4004,Innovate Industries,Email,Women 35-44,45 days,Facebook,4.450058008,7194,179.4,San Francisco,German,4020,94599,4,Fashionistas,11-03-2023
4005,Alpha Innovations,Display,Men 25-34,45 days,Email,4.02560593,9864,102.05,Miami,English,3986,91427,4,Foodies,11-03-2023
4006,Data Tech Solutions,Search,All Ages,30 days,Facebook,5.220058008,9172,76.84,Seattle,Mandarin,3244,64632,5,Foodies,11-03-2023
4007,Alpha Innovations,Email,Men 25-34,30 days,Website,4.165184532,3829,453.54,"Washington, D.C.",English,4239,73102,4,Foodies,11-03-2023
4008,NexGen Systems,Display,All Ages,30 days,Website,4.883650117,4833,545.46,Seattle,English,6239,91093,4,Fashionistas,11-03-2023
4009,NexGen Systems,Email,Men 18-24,15 days,Instagram,6.120058008,9784,184.7,New York,Mandarin,5571,94113,4,Health & Wellness,11-03-2023
4010,NexGen Systems,Social Media,Men 25-34,60 days,Website,5.790058008,8660,98.96,Houston,German,3446,61650,5,Health & Wellness,11-03-2023
4011,TechCorp,Email,All Ages,30 days,Email,4.930058008,2375,192.84,San Francisco,French,1391,29422,4,Outdoor Adventurers,11-03-2023
4012,Alpha Innovations,Influencer,All Ages,15 days,Google Ads,4.780058008,4724,211.18,New York,French,2940,64210,4,Outdoor Adventurers,11-03-2023
4013,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,4.638681464,5379,-6.86,Chicago,English,1002,26184,5,Tech Enthusiasts,11-03-2023
4014,TechCorp,Search,Women 35-44,30 days,YouTube,4.45874507,3297,113.07,Atlanta,English,1405,43259,4,Outdoor Adventurers,11-03-2023
4015,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,3.450058008,1660,364.16,Seattle,French,1541,47443,5,Health & Wellness,11-03-2023
4016,Data Tech Solutions,Display,Women 25-34,60 days,Website,4.148088686,9541,79.91,New York,English,3433,73216,5,Fashionistas,11-03-2023
4017,Innovate Industries,Influencer,Men 25-34,30 days,Google Ads,4.930058008,5173,46.43,Atlanta,Mandarin,1515,32031,4,Fashionistas,11-03-2023
4018,Data Tech Solutions,Display,All Ages,45 days,Google Ads,5.050058008,6867,76.06,Los Angeles,German,2418,49870,5,Outdoor Adventurers,11-03-2023
4019,NexGen Systems,Display,Men 18-24,30 days,Email,5.490058008,5614,345.85,"Washington, D.C.",Mandarin,5006,94643,4,Outdoor Adventurers,11-03-2023
4020,Innovate Industries,Display,Women 25-34,60 days,Email,5.230058008,1881,239.18,Dallas,German,1276,25387,5,Foodies,11-03-2023
4021,Data Tech Solutions,Display,Men 25-34,45 days,Instagram,5.430058008,3869,5.2,Chicago,French,814,15581,4,Foodies,11-03-2023
4022,Alpha Innovations,Display,All Ages,30 days,Google Ads,3.80591768,9061,38.12,Seattle,Spanish,2503,68586,4,Fashionistas,12-03-2023
4023,NexGen Systems,Email,Women 35-44,30 days,Instagram,3.81591768,7367,-97.29,Houston,German,40,1107,5,Outdoor Adventurers,12-03-2023
4024,Data Tech Solutions,Email,Women 35-44,30 days,YouTube,2.91591768,5752,85.5,Houston,Mandarin,2134,77352,4,Health & Wellness,12-03-2023
4025,Innovate Industries,Search,Women 25-34,45 days,Instagram,3.35591768,4388,39.93,Los Angeles,German,1228,38401,4,Tech Enthusiasts,12-03-2023
4026,Innovate Industries,Email,Men 25-34,30 days,Google Ads,4.756060243,6340,69.48,"Washington, D.C.",English,2149,79036,5,Fashionistas,12-03-2023
4027,Innovate Industries,Email,Women 35-44,30 days,Email,5.707185182,3003,260.31,Los Angeles,English,2164,72402,5,Tech Enthusiasts,12-03-2023
4028,NexGen Systems,Email,Women 25-34,45 days,Email,2.66591768,5720,-70.98,New York,Spanish,332,13248,5,Health & Wellness,12-03-2023
4029,NexGen Systems,Social Media,Women 25-34,15 days,Facebook,4.70591768,3160,340.66,Dallas,Spanish,2785,61224,8,Health & Wellness,12-03-2023
4030,Innovate Industries,Influencer,Women 35-44,30 days,Email,4.85591768,5785,21.87,"Washington, D.C.",German,1410,30009,5,Tech Enthusiasts,12-03-2023
4031,Data Tech Solutions,Search,Men 25-34,45 days,Website,4.412097839,8690,88.09,Chicago,English,3269,83416,4,Health & Wellness,12-03-2023
4032,Innovate Industries,Social Media,Women 35-44,15 days,Email,3.04591768,3923,40.07,"Washington, D.C.",Mandarin,1099,38047,5,Outdoor Adventurers,12-03-2023
4033,Data Tech Solutions,Influencer,All Ages,60 days,YouTube,5.07591768,1768,-29.3,"Washington, D.C.",Mandarin,250,5083,4,Foodies,12-03-2023
4034,Innovate Industries,Search,Women 25-34,45 days,YouTube,4.46591768,6854,-37.85,Dallas,Spanish,852,19773,4,Outdoor Adventurers,12-03-2023
4035,TechCorp,Display,Men 25-34,30 days,YouTube,3.32591768,1298,725.89,Houston,Spanish,2144,67655,4,Foodies,12-03-2023
4036,Data Tech Solutions,Social Media,Women 35-44,15 days,Website,4.89591768,9248,-90.05,Miami,French,184,3902,5,Foodies,12-03-2023
4037,Innovate Industries,Email,Men 25-34,30 days,Google Ads,4.54808122,2042,238.88,Houston,English,1384,54509,5,Foodies,12-03-2023
4038,NexGen Systems,Email,All Ages,45 days,Email,4.630840024,7716,16.77,Los Angeles,English,1802,75089,5,Tech Enthusiasts,12-03-2023
4039,Alpha Innovations,Influencer,Women 25-34,45 days,Instagram,5.984637989,4951,64.61,Chicago,English,1630,41819,5,Foodies,12-03-2023
4040,Data Tech Solutions,Influencer,Men 25-34,45 days,YouTube,4.173267997,5424,191.11,New York,English,3158,52640,4,Tech Enthusiasts,12-03-2023
4041,Alpha Innovations,Social Media,Men 18-24,30 days,Instagram,3.66591768,6111,113.47,Houston,German,2609,74338,5,Outdoor Adventurers,12-03-2023
4042,Data Tech Solutions,Display,Men 25-34,30 days,Instagram,4.57591768,1620,609.57,Houston,German,2299,52027,5,Foodies,12-03-2023
4043,NexGen Systems,Influencer,Men 18-24,30 days,Google Ads,4.51591768,2694,489.64,Houston,French,3177,72872,5,Foodies,12-03-2023
4044,Innovate Industries,Email,All Ages,60 days,Website,5.40591768,4631,30.32,"Washington, D.C.",French,1207,23003,4,Fashionistas,12-03-2023
4045,Data Tech Solutions,Social Media,Men 18-24,45 days,YouTube,3.66591768,3229,372.28,Atlanta,German,3050,86901,5,Outdoor Adventurers,12-03-2023
4046,TechCorp,Social Media,Women 25-34,15 days,Instagram,6.14591768,4656,512.44,Houston,Mandarin,5703,95223,5,Foodies,12-03-2023
4047,Alpha Innovations,Display,Men 25-34,30 days,Email,4.06591768,4994,237.91,New York,French,3375,86322,4,Outdoor Adventurers,12-03-2023
4048,Alpha Innovations,Email,Women 35-44,15 days,Google Ads,5.816533499,9567,58.72,Dallas,English,3037,51564,5,Tech Enthusiasts,12-03-2023
4049,Innovate Industries,Email,Men 25-34,30 days,Google Ads,5.32591768,3226,358,Atlanta,German,2955,57160,5,Foodies,12-03-2023
4050,Data Tech Solutions,Email,Men 25-34,30 days,Google Ads,4.09591768,7611,85.85,Chicago,Spanish,2829,71820,5,Fashionistas,12-03-2023
4051,NexGen Systems,Social Media,Women 35-44,15 days,Email,5.29591768,7470,31.66,New York,Spanish,1967,38287,8,Health & Wellness,12-03-2023
4052,Innovate Industries,Display,Women 35-44,30 days,Website,6.05591768,1371,1943.4,New York,German,5603,94973,5,Foodies,12-03-2023
4053,Alpha Innovations,Influencer,All Ages,15 days,Email,4.722573817,4427,388.93,Dallas,English,4329,97954,4,Outdoor Adventurers,12-03-2023
4054,Innovate Industries,Email,Men 25-34,30 days,YouTube,5.560498613,8202,-21.18,New York,English,1293,34225,4,Fashionistas,12-03-2023
4055,Innovate Industries,Social Media,Men 25-34,15 days,YouTube,3.97591768,5836,-52.62,Atlanta,Mandarin,553,14491,8,Fashionistas,12-03-2023
4056,Innovate Industries,Search,Men 18-24,15 days,Google Ads,3.68591768,6111,13.07,Los Angeles,French,1382,39172,5,Outdoor Adventurers,12-03-2023
4057,TechCorp,Display,All Ages,45 days,Website,4.96591768,5955,70.11,Dallas,German,2026,42140,4,Health & Wellness,12-03-2023
4058,TechCorp,Display,Men 18-24,15 days,Email,4.60591768,3177,406.92,New York,Spanish,3221,72386,4,Outdoor Adventurers,12-03-2023
4059,TechCorp,Search,All Ages,45 days,Website,5.4609847,1547,575.82,Dallas,English,2091,46693,4,Foodies,12-03-2023
4060,Data Tech Solutions,Influencer,Men 25-34,30 days,Google Ads,5.58591768,9542,117.56,Miami,Spanish,4152,76482,5,Foodies,12-03-2023
4061,Data Tech Solutions,Email,Men 25-34,30 days,Google Ads,4.397513257,9668,52.25,Houston,English,2944,42550,4,Tech Enthusiasts,12-03-2023
4062,Innovate Industries,Email,All Ages,15 days,YouTube,5.89591768,5874,83.86,Los Angeles,French,2160,37636,4,Foodies,12-03-2023
4063,Innovate Industries,Email,All Ages,60 days,Facebook,5.454786779,7655,79.36,Seattle,English,2746,42714,4,Foodies,12-03-2023
4064,Data Tech Solutions,Search,Women 35-44,15 days,Website,4.48591768,9602,-38.4,Houston,German,1183,27333,4,Fashionistas,12-03-2023
4065,NexGen Systems,Social Media,Women 35-44,30 days,Email,6.62591768,6922,359.69,Dallas,French,6364,98365,8,Foodies,12-03-2023
4066,Data Tech Solutions,Influencer,Women 35-44,30 days,Email,5.72591768,4495,432.26,Dallas,Mandarin,4785,85917,5,Fashionistas,12-03-2023
4067,NexGen Systems,Influencer,Men 25-34,15 days,Website,4.76075415,2675,276.64,Houston,English,2015,31146,4,Health & Wellness,12-03-2023
4068,Alpha Innovations,Display,Men 18-24,30 days,Instagram,5.44591768,4158,-30.74,Houston,German,576,10900,5,Fashionistas,12-03-2023
4069,NexGen Systems,Influencer,Women 25-34,30 days,YouTube,5.436307369,4645,35.74,Chicago,English,1261,25747,5,Foodies,12-03-2023
4070,Alpha Innovations,Display,All Ages,30 days,Google Ads,5.06591768,2717,652.85,New York,French,4091,83320,5,Tech Enthusiasts,12-03-2023
4071,Alpha Innovations,Email,Men 25-34,60 days,Instagram,6.63591768,8968,105.9,Dallas,Spanish,3693,57004,4,Foodies,12-03-2023
4072,NexGen Systems,Display,Women 25-34,30 days,Instagram,5.828962116,5529,55.54,New York,English,1720,40116,4,Fashionistas,12-03-2023
4073,Data Tech Solutions,Display,Women 35-44,15 days,Facebook,4.738164587,7887,-19.42,"Washington, D.C.",English,1271,19506,4,Fashionistas,12-03-2023
4074,NexGen Systems,Email,Men 25-34,30 days,YouTube,5.348741626,8344,-40.68,New York,English,990,16786,5,Tech Enthusiasts,12-03-2023
4075,TechCorp,Search,All Ages,30 days,Instagram,5.967407964,2641,79.67,Los Angeles,English,949,19114,5,Fashionistas,12-03-2023
4076,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,5.54591768,1789,851.09,"Washington, D.C.",Spanish,3403,63151,5,Foodies,12-03-2023
4077,Data Tech Solutions,Display,Men 18-24,30 days,Instagram,5.60591768,3785,-43.2,Dallas,French,430,7895,5,Outdoor Adventurers,12-03-2023
4078,Innovate Industries,Email,Men 18-24,30 days,Website,3.62591768,7906,-9.5,Houston,French,1431,41255,5,Health & Wellness,12-03-2023
4079,Alpha Innovations,Social Media,All Ages,45 days,YouTube,4.90591768,3392,441.13,Dallas,German,3671,77304,8,Outdoor Adventurers,12-03-2023
4080,Alpha Innovations,Social Media,Men 25-34,60 days,Website,4.905383715,8180,-51.04,New York,English,801,18417,5,Fashionistas,12-03-2023
4081,Data Tech Solutions,Display,Men 25-34,15 days,Email,4.09591768,8818,-1.74,Seattle,German,1733,43988,5,Foodies,12-03-2023
4082,Data Tech Solutions,Search,Men 25-34,30 days,Instagram,4.69591768,4228,-22.07,New York,German,659,14534,5,Health & Wellness,12-03-2023
4083,Data Tech Solutions,Social Media,Men 25-34,45 days,Google Ads,4.255612472,4087,235.58,Atlanta,English,2743,57639,5,Health & Wellness,12-03-2023
4084,Data Tech Solutions,Social Media,Women 25-34,30 days,Facebook,4.374788991,2738,390.14,Miami,English,2684,72561,5,Fashionistas,12-03-2023
4085,Data Tech Solutions,Influencer,Men 25-34,15 days,Instagram,4.861628215,6507,143.58,Houston,English,3170,68774,5,Foodies,12-03-2023
4086,Alpha Innovations,Display,Women 35-44,60 days,Facebook,4.31591768,6808,-49.25,San Francisco,German,691,16623,4,Foodies,12-03-2023
4087,Data Tech Solutions,Social Media,Women 25-34,45 days,Google Ads,4.17591768,7064,22.31,Miami,Mandarin,1728,43003,8,Tech Enthusiasts,12-03-2023
4088,NexGen Systems,Email,Men 18-24,30 days,Website,3.41591768,2139,70.17,Los Angeles,Spanish,728,22337,4,Health & Wellness,12-03-2023
